033901;01;001;1DS5771800005  ;1;0083      ;1;50081005;20081009;217734
092264;01;001;G4165093       ;1;ENC116-12C;1;20121004;20121106;600756
092577;01;001;MTMP004700     ;1;ENC116-12C;1;20121004;20121107;601068
092579;01;001;MTMP010700     ;2;ENC116-12C;2;20121004;20121107;601071
092197;01;002;02M270250240   ;3;ENC116-12C;3;20121004;20121026;601475
092197;01;003;2TM2702500040  ;4;ENC116-12C;4;20121004;20121026;601476
092205;01;002;02T840150142   ;2;ENC116-12C;2;20121004;20121030;601480
092205;01;003;2FG5961500042  ;4;ENC116-12C;4;20121004;20121030;601481
092212;01;002;02T890150542   ;1;ENC116-12C;1;20121004;20121107;601486
092212;01;003;2PT8901502042  ;2;ENC116-12C;2;20121004;20121107;601487
092230;01;006;1LE6601502093  ;1;ENC116-12C;1;20121004;20121105;601518
092230;01;007;1LE6601503093  ;1,01;ENC116-12C;1,01;20121004;20121101;601519
092230;01;011;CFMDKG100A093  ;1;ENC116-12C;1;20121004;20121107;601523
092549;01;002;1LI008BR       ;1;ENC116-12C;1;20121004;20121026;601906
092555;01;004;CFWNCH00096    ;4;ENC116-12C;2;20121004;20121106;601918
092557;01;003;1FR6211800096  ;2;ENC116-12C;2;20121004;20121005;601920
092557;01;004;1LT4811801096  ;4;ENC116-12C;4;20121004;20121005;601921
092557;01;005;2FD5971000096  ;2;ENC116-12C;2;20121004;20121005;601922
092557;01;006;2FG6401800096  ;2;ENC116-12C;2;20121004;20121005;601923
092557;01;007;01A3MPFB12096  ;1;ENC116-12C;1;20121004;20121030;601924
092148;01;001;NH015060700    ;1;AT102-12  ;1;20121003;20121107;600586
092273;01;001;MRDM007700     ;1;ENC116-12C;1;20121004;20121107;600765
092277;01;001;G1682070       ;1;ENC116-12C;1;20121004;20121030;600770
092281;01;001;G4165070       ;2;ENC116-12C;2;20121004;20121101;600773
092289;01;001;01PR036BR      ;1;ENC116-12C;1;20121004;20121105;600779
092291;01;001;GT068120700    ;1;ENC116-12C;1;20121004;20121106;600782
092604;01;001;ACPBP01700     ;1;ENC116-12C;1;20121004;20121106;601097
092609;01;001;P2457070       ;1;ENC116-12C;1;20121004;20121108;601101
092613;01;001;P21387070      ;1;ENC116-12C;1;20121004;20121108;601104
092617;01;001;G4164070       ;1;ENC116-12C;1;20121004;20121106;601108
092619;01;001;PI030070700    ;1;ENC116-12C;1;20121004;20121107;601110
092237;01;007;2PT5611501091  ;2;ENC116-12C;2;20121004;20121101;601542
092240;01;003;1BA5001501031  ;1;ENC116-12C;1;20121004;20121101;601548
092240;01;004;1DV4841501031  ;1;ENC116-12C;1;20121004;20121026;601549
092246;01;003;1BA1201500031  ;1;ENC116-12C;1;20121004;20121106;601560
092246;01;004;1LA2381500005  ;2;ENC116-12C;2;20121004;20121106;601561
092246;01;005;1LA2381501005  ;1;ENC116-12C;1;20121004;20121106;601562
092246;01;006;1LA3001502031  ;2;ENC116-12C;2;20121004;20121106;601563
092557;01;008;1BA1961800096  ;1;ENC116-12C;1;20121004;20121026;601925
092557;01;009;1DV5931800096  ;1;ENC116-12C;1;20121004;20121026;601926
092557;01;010;1DV6461800096  ;2;ENC116-12C;2;20121004;20121026;601927
092557;01;011;1FU6031001A96  ;1;ENC116-12C;1;20121004;20121030;601928
092557;01;012;1FU6561001A96  ;2;ENC116-12C;2;20121004;20121030;601929
092557;01;013;1LA3261800096  ;1;ENC116-12C;1;20121004;20121026;601930
092557;01;014;1LA3261801096  ;1;ENC116-12C;1;20121004;20121026;601931
092557;01;015;1LA3261802096  ;2;ENC116-12C;2;20121004;20121026;601932
092557;01;016;CFBESS003096   ;1;ENC116-12C;1;20121004;20121026;601933
092557;01;017;CFMSHM0000A96  ;1;ENC116-12C;1;20121004;20121026;601934
092559;01;002;01E48418205400 ;2;ENC116-12C;2;20121004;20121105;601936
092559;01;003;1DV4321804054  ;2;ENC116-12C;2;20121004;20121105;601937
092559;01;005;1FR4071803054  ;4;ENC116-12C;4;20121004;20121105;601939
092559;01;006;1FU4951000054  ;2;ENC116-12C;2;20121004;20121105;601940
092559;01;007;1LE4841802054  ;2;ENC116-12C;2;20121004;20121105;601941
092559;01;008;1LE4841803054  ;2;ENC116-12C;2;20121004;20121105;601942
092559;01;009;1LT3811803054  ;8;ENC116-12C;8;20121004;20121105;601943
092559;01;010;1TP4701801054  ;4;ENC116-12C;4;20121004;20121105;601944
092195;01;001;P1453542       ;1;ENC116-12C;1;20121004;20121105;600687
092198;01;001;P2457042       ;2;ENC116-12C;2;20121004;20121105;600690
092218;01;001;PS045035700    ;1;ENC116-12C;1;20121004;20121105;600711
092559;01;011;2FG1561810054  ;4;ENC116-12C;4;20121004;20121105;601945
092559;01;012;2RD3902500054  ;4;ENC116-12C;4;20121004;20121105;601946
092559;01;013;2RD4112500054  ;4;ENC116-12C;4;20121004;20121105;601947
092559;01;014;3CF136ROSE     ;2;ENC116-12C;2;20121004;20121106;601948
092559;01;015;CF2GAV0000A54  ;2;ENC116-12C;2;20121004;20121106;601949
092560;01;002;02G346150441   ;1;ENC116-12C;1;20121004;20121030;601950
092560;01;003;2FG3461500041  ;4;ENC116-12C;4;20121004;20121030;601951
092579;01;002;02M100250270   ;1;ENC116-12C;1;20121004;20121029;601957
092579;01;003;2TM1002508005  ;1;ENC116-12C;1;20121004;20121026;601958
092627;01;001;07PU007        ;6;ENC116-12C;6;20121004;20121107;601117
092631;01;001;PA1BT013700    ;2;ENC116-12C;2;20121004;20121108;601121
092645;01;001;CAPB0307000    ;1;ENC116-12C;1;20121004;20121106;601136
092246;01;007;1TP1161500005  ;2;ENC116-12C;2;20121004;20121106;601564
092246;01;008;1TP1201500031  ;1;ENC116-12C;1;20121004;20121106;601565
092248;01;003;1BA5001504031  ;1;ENC116-12C;1;20121004;20121026;601569
092248;01;004;1DV5001502031  ;1;ENC116-12C;1;20121004;20121026;601570
092248;01;006;1LE5001501031  ;1;ENC116-12C;1;20121004;20121026;601572
092248;01;007;1LI5001500031  ;1;ENC116-12C;1;20121004;20121026;601573
092248;01;008;1LI5001501031  ;1;ENC116-12C;1;20121004;20121101;601574
092248;01;009;2FG2781500031  ;4;ENC116-12C;4;20121004;20121101;601575
092248;01;010;2PT2881500031  ;2;ENC116-12C;2;20121004;20121106;601576
092248;01;011;2TR0801500031  ;2;ENC116-12C;2;20121004;20121025;601577
092248;01;013;CFMVIT120A031  ;1;ENC116-12C;1;20121004;20121025;601579
092622;01;002;3CF054BR       ;1;ENC116-12C;1;20121004;20121106;601983
092293;01;001;MRDM020700     ;1;ENC116-12C;1;20121004;20121107;600784
092295;01;001;MTMP020700     ;1;ENC116-12C;1;20121004;20121031;600786
092301;01;001;01SP000BR      ;3;ENC116-12C;3;20121004;20121026;600793
092303;01;001;P1684070       ;1;ENC116-12C;1;20121004;20121031;600794
092664;01;001;TPP1207000     ;1;ENC116-12C;1;20121004;20121105;601156
092259;01;004;CFWNCH00042    ;4;ENC116-12C;3;20121004;20121106;601589
092264;01;002;02G496150493   ;1;ENC116-12C;1;20121004;20121030;601595
092264;01;003;2FG4961500093  ;4;ENC116-12C;4;20121004;20121030;601596
092630;01;008;3CF112BR       ;2;ENC116-12C;1;20121004;20121106;601994
092314;01;001;AGPBP01700     ;1;ENC116-12C;1;20121004;20121106;600806
092328;01;001;A3PCP01700     ;1;ENC116-12C;1;20121004;20121106;600819
092330;01;001;MCPL2013100    ;2;ENC116-12C;1;20121004;20121019;600820
092686;01;001;G2305154       ;1;ENC116-12C;1;20121004;20121106;601177
092689;01;001;G4165054       ;1;ENC116-12C;1;20121004;20121020;601179
092657;01;001;MTMP003700     ;2;ENC116-12C;2;20121004;20121107;601180
092694;01;001;MDKL6004191    ;1;ENC116-12C;1;20121004;20121107;601187
092698;01;001;MDKP1004191    ;1;ENC116-12C;1;20121004;20121107;601188
092699;01;001;MDKG1004191    ;1;ENC116-12C;1;20121004;20121107;601189
092301;01;002;1SP000BR       ;3;ENC116-12C;3;20121004;20121101;601618
092314;01;004;1LT008BR       ;1;ENC116-12C;1;20121004;20121101;601628
092314;01;005;1LT009BR       ;1;ENC116-12C;1;20121004;20121101;601629
092645;01;005;1ML005BR       ;1;ENC116-12C;1;20121004;20121026;602016
092658;01;003;1PR029BF       ;5;ENC116-12C;2;20121004;20121020;602031
092701;01;001;MDKE0025400    ;1;ENC116-12C;1;20121004;20121025;601192
092707;01;001;MVVB2015400    ;1;ENC116-12C;1;20121004;20121107;601201
092713;01;001;01LT025BR      ;1;ENC116-12C;1;20121004;20121029;601204
